Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Australia,AUS,15.44821111,15.3179674,15.35579867,15.48372401,15.7353404,16.11696761,16.50550045,16.70992139,17.66049262,17.73904513,17.83856913,17.9325739,18.12605763,17.87869794,18.35213475,18.34234333,18.36045789,18.52089019,18.3035417,18.22310637,17.58990094,17.29520523,17.02185303,16.44224226,15.83057466,15.86308697,15.91472779,15.82337577,15.50335381,15.25348421
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Austria,AUT,7.589689822,8.049126674,7.354538984,7.311343696,7.344270839,7.697264741,8.154248194,8.059421381,8.107259701,7.88905705,7.930072598,8.444270807,8.583057297,9.16854103,9.275099774,9.265700588,8.961484723,8.588103387,8.499637565,7.720700733,8.365015011,8.135653531,7.723270404,7.753345795,7.260275608,7.316961981,7.289335019,7.485740942,7.133278683,7.29356796
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Azerbaijan,AZE,7.45396644,7.159572566,8.617403025,6.411431926,4.41191067,4.225833946,3.502937009,3.37952987,3.347718944,3.272330964,3.440001988,3.25441365,3.203348038,3.469644527,3.408403058,3.580080674,3.593402125,3.219523848,3.474404911,2.849581709,2.685112496,2.97414762,3.239178105,3.285574369,3.381555622,3.292794814,3.303947647,3.243037648,3.292641249,3.542198479
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Bahamas, The",BHS,7.258782543,7.377797419,9.100516716,7.263919157,7.027622731,7.347923914,6.784113231,6.013779496,7.468024528,7.251024129,6.846166627,6.734602246,7.190076706,7.031817779,6.569432421,6.06519764,5.957795522,5.922005446,6.070370319,16.75012294,5.582524272,6.804868369,9.288045626,7.284065863,6.481878853,5.629021867,5.162686627,5.450854594,6.973023543,7.010384198
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bahrain,BHR,20.75200322,19.32431852,22.13329847,22.77316973,22.54014301,22.08374801,22.37036077,22.08830862,23.03239928,22.32357076,22.31594424,22.4391139,23.01340061,23.05682192,21.50972283,22.94402725,23.15740473,22.10503858,22.30139696,20.95640945,21.39480655,21.46530295,22.18412509,22.86884161,23.09657136,22.44971523,21.49779273,20.94844025,20.71449702,22.25737324
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bangladesh,BGD,0.107550001,0.099143894,0.106257362,0.110814122,0.117142782,0.140538338,0.140354851,0.1554492,0.154800379,0.158617237,0.167584507,0.195784197,0.204523152,0.209737198,0.219955044,0.232135397,0.251721898,0.263586595,0.285933318,0.305030148,0.340852563,0.362305012,0.381310754,0.39340158,0.409264352,0.457416207,0.465529312,0.490403956,0.509798278,0.548203064
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Barbados,BRB,3.796993062,3.777264632,4.529575884,3.815935171,3.935547472,4.086495389,4.044133596,4.422165152,4.802724907,4.93659386,4.68908814,4.950692788,5.149087088,5.172355785,5.079607456,5.254993933,5.423315152,5.456742459,6.530342766,16.86578449,5.652849722,6.40195872,7.680822022,5.205316671,4.578385761,4.556445378,4.624348194,4.214630337,4.418387632,4.461310586
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belarus,BLR,9.797486552,9.438623511,8.612602983,7.464012775,6.337155097,5.654459055,5.773030332,5.848776068,5.684740899,5.480785476,5.305006909,5.22571828,5.254984315,5.379733624,5.759358595,5.875424194,6.155290765,6.029618596,6.353043167,6.039433818,6.503138603,6.188227563,6.344801582,6.352733196,6.296947192,5.794298661,5.82323297,5.920823039,6.245252964,6.122471511
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belgium,BEL,10.96703557,11.39090004,11.18243237,10.91859517,11.35882853,11.30224288,11.7606251,11.45583865,11.70368582,11.29569403,11.44002926,11.50430124,10.72800799,11.13151691,10.94148364,10.55585866,10.30015478,9.842862117,9.984534975,9.231340214,9.795003224,8.740704154,8.577526179,8.655146282,8.041470393,8.438011899,8.315169976,8.151429633,8.196364522,8.095453208
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belize,BLZ,1.817743676,2.313071832,2.642683356,2.396782317,2.267962261,2.277505944,1.720358368,2.123279154,2.011498086,1.756519273,1.860602481,2.117694478,2.039947341,1.918575141,1.619825964,1.675256353,1.7608207,1.797942613,1.620369613,4.660837569,1.72924441,2.030114888,1.980068771,1.328447756,1.374544113,1.878450889,1.776141874,1.719807949,1.653117524,1.644328506
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Benin,BEN,0.06430607,0.05167346,0.051781146,0.050347159,0.047327596,0.049957736,0.156916823,0.193601842,0.184487582,0.197463714,0.20355749,0.240583768,0.292971417,0.318988595,0.33521843,0.355804506,0.413132506,0.462339327,0.451087855,0.481569175,0.510824491,0.478348574,0.443845155,0.453634929,0.488570534,0.503586324,0.598485713,0.592768044,0.621748354,0.593981796
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bhutan,BTN,0.150418486,0.22654172,0.222477031,0.246448992,0.262018954,0.308092718,0.365697105,0.353451035,0.352297346,0.35606578,0.364334894,0.383101748,0.389501299,0.410382792,0.445744633,0.484273876,0.480765232,0.472378795,0.431541298,0.462104295,0.56375759,0.828507383,0.891221599,0.914954129,0.956193803,1.032997253,1.241328903,1.281011902,1.380009868,1.373102667
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bolivia,BOL,1.467349963,1.501002569,1.50846199,1.352179054,1.237203528,1.094118693,1.037003307,1.120991288,1.045646831,0.974469644,0.955467087,0.920126082,0.932680477,1.003005506,1.029428471,1.072036264,1.177291915,1.244383777,1.326580297,1.393300002,1.483957677,1.598153795,1.648278092,1.744539808,1.869554301,1.871716944,1.954201428,1.989037153,2.001015775,1.896926422
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bosnia and Herzegovina,BIH,5.332431452,4.762141673,3.734255905,3.399455894,0.840614725,0.898399078,1.071723864,2.098203742,2.614956432,2.53216098,3.339059902,3.281030539,3.467026803,3.554556347,3.758683615,3.962926969,4.413459941,4.712845407,5.264807557,5.309702792,5.468910715,6.341784522,5.976582678,6.039376276,5.458787119,5.565748212,6.418037878,6.591808727,6.646836047,6.268584237
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Botswana,BWA,2.092772577,1.980828403,2.321610198,2.222378753,2.048559936,2.066422481,1.842976319,1.893347594,2.223954958,2.281033225,2.335746981,2.193957762,2.243124453,2.14301784,2.13562048,2.260452333,2.118987673,2.196161928,2.188340673,2.043233836,1.611970183,1.819713997,1.569502511,2.445132726,3.091924529,3.016180578,2.818086597,3.053663858,2.983875804,2.90134584
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brazil,BRA,1.313131623,1.34002911,1.333318452,1.358610901,1.382139692,1.475603559,1.580453798,1.669180638,1.6989443,1.734769448,1.783499547,1.792111717,1.76065069,1.701851989,1.778441244,1.775662387,1.777477427,1.847975736,1.939214755,1.799327628,2.02660516,2.110677713,2.271417184,2.413446041,2.514591468,2.365360134,2.161259364,2.189370939,2.064975198,2.05067522
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brunei Darussalam,BRN,12.44731377,12.54168828,12.92427257,13.79670054,14.60975902,15.38196639,15.76506551,16.68247051,14.11173443,13.5547096,14.12857939,13.81900994,13.29666756,15.57852815,14.15687134,13.61076798,20.1731186,18.86003358,20.57477481,20.17442501,18.10565758,18.26298984,17.95078621,17.5097522,16.99315502,15.18067944,16.35821162,16.94284599,17.36231043,15.94848053
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bulgaria,BGR,8.442677227,6.814643075,6.482791197,6.600936486,6.362695682,6.528951054,6.612800505,6.375621566,6.113456253,5.398128084,5.314588236,5.766610206,5.563226275,6.164795384,6.124991253,6.265279466,6.440554967,6.971019721,6.678530879,5.763735447,6.049624919,6.754951603,6.162577362,5.45906018,5.821533906,6.207377524,5.834418985,6.201968443,5.821777166,5.611301763
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burkina Faso,BFA,0.054953473,0.05459653,0.053914365,0.053871541,0.053789142,0.054747957,0.05963539,0.063377776,0.067638223,0.076957198,0.079200444,0.078820294,0.076314873,0.080048557,0.078465105,0.076720976,0.086648437,0.095304801,0.111896928,0.110402401,0.142273503,0.148187178,0.172054815,0.177575842,0.174833661,0.197686518,0.192135114,0.215317129,0.229013065,0.238826184
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burundi,BDI,0.031328681,0.038446222,0.03203853,0.034796102,0.034637642,0.033660425,0.034769371,0.035281038,0.035722925,0.036892129,0.040633141,0.030978719,0.031298231,0.023962059,0.021459179,0.020882749,0.02324309,0.022858268,0.022348099,0.020920007,0.033385909,0.03827202,0.037389698,0.038082375,0.035781145,0.037442384,0.040689415,0.047127929,0.05960949,0.060693039
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cabo Verde,CPV,0.264974778,0.271785062,0.283023561,0.283089427,0.283078762,0.300450676,0.334436245,0.336929414,0.362778103,0.419903609,0.475721821,0.525798463,0.588507515,0.639673061,0.687241437,0.895040247,1.007047731,0.91077857,0.93154314,0.989065973,1.036046753,1.075028293,0.990889065,0.937141164,0.91617284,0.911682356,0.977804203,1.040438691,1.072475236,1.118312739
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cambodia,KHM,0.141448003,0.140871909,0.138744821,0.135206252,0.139324729,0.134694467,0.13680167,0.143514858,0.161298104,0.160273892,0.161979186,0.174466405,0.176002141,0.18597544,0.182677645,0.200617774,0.219843344,0.266918395,0.290844275,0.335199714,0.357906398,0.368035016,0.383718005,0.38251475,0.456727604,0.546949079,0.708268457,0.801380155,0.909690078,0.998127685
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cameroon,CMR,0.253706743,0.591455782,0.564500251,0.461832693,0.359502655,0.354187483,0.350297348,0.348772461,0.352123032,0.325757453,0.34516566,0.332835203,0.322558084,0.318325561,0.304746027,0.290376286,0.286829164,0.335938254,0.340494883,0.364004362,0.352866853,0.333079481,0.326934023,0.34881673,0.369881323,0.367684794,0.382854321,0.376027218,0.382326304,0.365719312
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Canada,CAN,15.14897654,14.74097117,15.02814608,14.7133161,15.06050741,15.29046975,15.59261739,15.9438517,16.0765783,16.2584767,16.75747,16.33144001,16.72041387,17.20836235,16.7941891,17.0275712,16.59521699,17.38063685,16.55691781,15.50202586,15.79208801,15.99584302,15.73441859,15.83842968,15.84982096,15.64860767,15.42053478,15.54463624,15.65052436,15.43068671
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Central African Republic,CAF,0.052541256,0.048860407,0.050505945,0.050855479,0.050284769,0.049867153,0.049560437,0.048171562,0.063880707,0.06469951,0.064508921,0.065673578,0.063424657,0.057216066,0.054846277,0.053197631,0.05453675,0.054301509,0.038345884,0.036805461,0.037467272,0.041060671,0.041564484,0.025320525,0.027403061,0.038532303,0.042331262,0.044769181,0.045203129,0.046570342
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chad,TCD,0.067031985,0.065668966,0.064969825,0.063520815,0.064522998,0.063595465,0.062150266,0.062610105,0.06135594,0.061226108,0.035439538,0.04026325,0.045426933,0.048888876,0.046393079,0.047496195,0.049133607,0.046639238,0.049014908,0.06877968,0.104281502,0.08898271,0.14559339,0.165415655,0.16502002,0.168716674,0.151259698,0.142252188,0.140398008,0.139376119
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chile,CHL,2.287124477,2.160567677,2.20025733,2.308851892,2.508192082,2.703235865,3.071831427,3.463042689,3.468333322,3.586506954,3.284598763,3.119374428,3.129989633,3.165410522,3.431902652,3.460143672,3.498597301,3.91463437,4.080770343,3.888128201,4.101942807,4.452800824,4.521602782,4.740083124,4.328593459,4.601277529,4.78282342,4.740280099,4.630983159,4.798942829
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,China,CHN,1.914546087,2.00054311,2.075740148,2.244842334,2.322189733,2.563478593,2.521871792,2.54790399,2.605836054,2.517420684,2.65040926,2.774761961,2.975677132,3.42743946,3.954105279,4.467696284,4.910275968,5.306368158,5.435079323,5.798319637,6.335419992,6.901347549,7.046180374,7.324148352,7.294235563,7.14644964,7.11538201,7.230985199,7.487332117,7.605937155
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Colombia,COL,1.494656992,1.515870643,1.547321361,1.614355852,1.608847098,1.648961175,1.600946786,1.721293922,1.698376472,1.435735457,1.487734264,1.479554319,1.403246399,1.366586968,1.347285318,1.36512593,1.348720487,1.366459722,1.364413396,1.399303068,1.418336014,1.525022711,1.522313686,1.662340853,1.696764856,1.702635041,1.736122667,1.550910205,1.594909637,1.614729799
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Comoros,COM,0.1514663,0.154880313,0.154749553,0.157775006,0.157768682,0.160823549,0.160635095,0.166523772,0.178502555,0.183875557,0.195059971,0.199912002,0.195869041,0.24433024,0.262925145,0.247855936,0.284623705,0.181066917,0.181104739,0.218368138,0.255478458,0.223856875,0.235336051,0.276954445,0.242369286,0.256362501,0.293742429,0.368403916,0.391723441,0.40481121
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Dem. Rep.",COD,0.088336127,0.046724258,0.038672867,0.04790676,0.053194999,0.048767504,0.051482467,0.05064388,0.049585228,0.044359571,0.033629244,0.031242156,0.03194026,0.037563688,0.035385908,0.039057301,0.039099628,0.041015487,0.041017049,0.038940267,0.039973637,0.043943371,0.039822321,0.053900066,0.067548633,0.041082217,0.02973242,0.033755215,0.035847914,0.03570138
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Rep.",COG,1.342291867,1.302341321,1.241182915,1.037361497,0.769962761,0.961018616,1.125096082,1.136375984,1.319911779,1.313671847,1.387410459,1.304384836,0.827309902,0.941876447,0.992178406,1.174630851,1.253253396,1.049361668,1.066482753,1.136786126,1.222305495,1.174676324,1.116351177,1.103984494,1.050524979,1.116759268,1.060051392,1.017894186,1.192175351,1.302683148
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Costa Rica,CRI,0.909110195,0.945109208,1.248818837,1.227736647,1.390165863,1.346205948,1.238131914,1.201763589,1.312417554,1.290296122,1.243141511,1.337355812,1.339729585,1.384086845,1.39754985,1.453652517,1.497634172,1.712042223,1.669331825,1.577492803,1.537216058,1.587717413,1.572121565,1.623341998,1.616728815,1.539842157,1.633986862,1.653055904,1.660690685,1.620227781
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cote d'Ivoire,CIV,0.227143354,0.225680273,0.215923991,0.222078741,0.224136801,0.235326171,0.273689473,0.324255175,0.314629116,0.417927585,0.386281397,0.376580096,0.386730368,0.292965769,0.294749452,0.309775087,0.293837437,0.285492262,0.319825943,0.291675666,0.30069069,0.283741799,0.365172194,0.386857284,0.399942511,0.415553148,0.3962026,0.425136558,0.399890358,0.41431796
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Croatia,HRV,4.257867512,3.14455765,3.286100977,3.378181718,3.196759088,3.345670916,3.348140274,3.764917573,4.089022061,4.103756662,4.037417346,4.466185789,4.714290961,5.022518247,4.901663337,4.977326749,5.011482991,5.308085417,5.042410095,4.717316183,4.530469264,4.445989391,4.079382167,3.997143588,3.830795144,3.94953949,4.042977719,4.220576836,4.020066328,4.064519478
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cuba,CUB,3.352091152,2.559126481,2.018945547,1.858908098,1.994946913,2.120996608,2.298944516,2.495715408,2.457231707,2.529201649,2.553001403,2.465642056,2.365566639,2.288427843,2.259611196,2.340177238,2.378215073,2.45588088,2.371909853,2.391133355,2.489722036,2.441544212,2.536932027,2.549971166,2.355156968,2.576073462,2.395888842,2.314852019,2.3578853,2.289616838
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cyprus,CYP,5.822701332,6.39375467,6.761463962,6.944185495,7.079095831,6.780934535,7.057830279,7.025185215,7.226729058,7.375590382,7.516791688,7.246976151,7.298456313,7.831359024,7.63612661,7.618445185,7.579223033,7.735644718,7.772590375,7.449409257,6.991677333,6.667272152,6.137878321,5.508034496,5.787450244,5.771090223,6.026642045,6.091071498,5.906151058,5.853669652
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Czechia,CZE,14.53575339,13.28036709,12.99923453,12.67996501,12.06814246,12.1213066,12.28672214,12.11081264,11.55201973,10.88558187,12.01040891,12.01195505,11.62385764,12.04293938,12.10515616,11.75128408,11.77843724,12.00376392,11.39235655,10.64398518,10.71671817,10.40128475,10.09186279,9.62032369,9.264312141,9.400743918,9.627749724,9.611817069,9.492039833,9.022336292
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Denmark,DNK,10.13153434,12.18313338,11.02879894,11.44113627,12.13853536,11.46472839,13.93556313,12.0431804,11.25709553,10.65959086,9.851232748,10.12267151,10.01491649,10.98840309,9.941173347,9.263277037,10.69174027,9.779713694,9.124673872,8.678720898,8.674738625,7.736709982,6.834589629,7.11684487,6.34708225,5.928653257,6.16648714,5.747149166,5.718550492,5.107334831
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Djibouti,DJI,0.473688132,0.457263958,0.487165375,0.498829411,0.472671807,0.50046139,0.458078737,0.495518025,0.566108329,0.546032576,0.501864472,0.490796745,0.505494032,0.51251781,0.482664995,0.516211496,0.510775763,0.54311393,0.536875656,0.516034238,0.563969282,0.507252797,0.519544754,0.579149228,0.409235992,0.461958601,0.407471798,0.400794822,0.381499019,0.391082259
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominica,DMA,0.879377096,0.885147742,1.19371455,1.095866645,1.121419694,1.374257597,1.100251569,1.450471186,1.526008878,1.625957088,1.928423024,2.227341423,1.797486156,1.997311592,2.26470674,2.331304424,2.489016904,2.615776081,2.679480097,7.31678951,2.641262454,2.606848797,3.594239926,2.493497435,2.597627251,2.588312597,2.610060649,2.357854069,2.339635429,2.349218794
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominican Republic,DOM,1.102636497,1.130687753,1.295268562,1.256640313,1.442050126,1.50509171,1.588617221,1.779468069,2.006260228,2.115468888,2.186050449,2.189827247,2.374515085,2.099272499,1.911086729,2.039418783,2.193896104,2.193825577,2.161232005,2.037424929,2.115519466,2.111718031,2.161474933,2.09580517,2.086214753,2.267046018,2.336099271,2.211962081,2.350836201,2.502627762
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ecuador,ECU,1.475860341,1.472944886,1.543417387,1.522766585,1.65707408,1.809226217,2.037965997,2.081559661,2.005763588,1.74138897,1.746429159,1.887926539,1.849355298,1.853639496,1.934118004,2.049388192,2.150472469,2.149596876,2.185848364,2.340015435,2.485312302,2.434516484,2.395077514,2.525028797,2.619445777,2.563870787,2.421502733,2.308895568,2.358919471,2.265560946
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Egypt, Arab Rep.",EGY,1.533625228,1.524798267,1.515339226,1.509595616,1.400239172,1.460608013,1.509041497,1.583103421,1.621464836,1.666989306,1.605893209,1.739154282,1.739952406,1.751117467,1.864030908,2.051430465,2.117649744,2.230585953,2.265322817,2.311793453,2.295794387,2.306810263,2.356428255,2.290230589,2.292252043,2.315479978,2.317313702,2.379672474,2.389742354,2.361013423
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,El Salvador,SLV,0.444050776,0.561483372,0.604066204,0.696733983,0.783290047,0.86312312,0.757252714,0.910410674,0.962807152,0.946343697,0.945140054,0.980044572,0.98736125,1.08019962,1.106226251,1.132246969,1.198952147,1.26221619,1.138709174,1.096140851,1.069539358,1.104499679,1.099055733,1.043675014,1.061626926,1.123644012,1.147362375,1.018677591,1.085090647,1.241644994
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Equatorial Guinea,GNQ,0.136183302,0.137640694,1.78683273,1.844163034,1.911324612,1.953668367,2.049528557,2.730980729,3.131480911,4.936880657,3.23426918,4.729517427,6.140707982,6.344460611,7.504764901,9.623742087,10.35146198,8.99891865,9.826718568,9.305384953,9.090161568,8.730040853,8.226460998,7.382906424,6.105314847,4.875747324,4.757288979,3.994915537,4.279833912,3.446035527
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eritrea,ERI,0,0,0.227883984,0.319468018,0.359148103,0.37069469,0.385906285,0.361138106,0.264578283,0.27575911,0.266076861,0.282957212,0.266877442,0.259584908,0.246893027,0.211859738,0.181789269,0.175594839,0.14851724,0.151863492,0.159051277,0.1777015,0.190936716,0.193343156,0.195075863,0.194041568,0.195971399,0.212800782,0.24720103,0.2501702
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Estonia,EST,22.48558796,20.20080522,15.5380209,12.27391495,12.18183211,11.31693946,12.14945811,11.98398039,11.71412164,11.00137818,10.67763791,11.0827273,10.84039584,12.35722832,12.49355987,12.72004576,11.8679695,14.90452606,13.75980674,11.2745829,14.26763552,13.68861394,12.76687916,14.65595142,13.64685119,11.81254167,12.15277514,12.68248286,11.59195659,7.668562316
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eswatini,SWZ,0.650694195,0.633013829,0.631022574,0.62163656,0.643573648,0.655639369,0.468781937,0.598041452,0.611943595,0.670188635,0.672103531,0.586520401,0.586119837,0.592937079,0.591969704,0.612005381,0.603673445,0.612726105,0.576674282,0.638696631,0.593861372,0.59464198,0.615235675,0.671811889,0.665266262,0.67464125,0.738102657,0.769678389,0.788415998,0.823349262
